ID,period,IWZ,Direction,1. number of days,2. number of events,3. number of daytime events,4. number of days when events happened,5. average duration of each event,6. median duration of each event,7. average queue length,8. average maximum queue length of each event,9. median maximum queue length of each event,10. max maximum queue length of each event,11.percentage of queue > 1 mile,12.amount of traffic that encounters a queue,13.total traffic per day,14.percentage of traffic that encounters a queue,15.percentage of time that encounters a queue,16.total delay,17.total delay per day,18.average delay per vehicle,19.maximum delay,20.total delay when queue is present,21.percentage of delay caused by queue,22.avg delay when queue is present,23.percent of vehicles experiencing delay > 5 min,24.percent of vehicles experiencing delay > 10 min,25.percent of vehicles in queue experiencing delay > 5 min,26.percent of vehicles in queue experiencing delay > 10 min
ID,2016-09-05 to 2016-09-11,Group 2a,2,7,1,0,1,5,5,0.2,0.2,0.2,0.2,0,14,9604.571429,0.000203,0.000496,1.077257,0.153894,0.000961,0.495702,0.11291,0.104812,0.495702,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5 - 4.1 - I29,1,7,69,38,5,9.927536,5,0.424818,0.485507,0.3,2.4,0.124088,7697,17117,0.064233,0.067956,1898.883703,271.2691,0.95088,7.009827,220.015012,0.115865,1.715226,0.001031,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5 - 4.1 - I29,2,7,13,2,6,8.076923,5,0.17619,0.207692,0.2,0.5,0,437,19841,0.003146,0.010417,2371.317926,338.759704,1.024425,3.603101,19.489105,0.008219,2.676615,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5 - 4.1 - I80,1,7,1,1,1,10,10,0.2,0.3,0.3,0.3,0,173,22119.42857,0.001112,0.000992,1757.513323,251.073332,0.681051,3.233312,8.740552,0.004973,3.0465,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5 - 4.1 - I80,2,7,5,4,3,9,5,0.611111,0.58,0.6,0.9,0,958,25684.28571,0.005328,0.004464,1733.657212,247.665316,0.578564,3.01205,28.295814,0.016321,1.772335,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5b and 5.4,1,7,90,32,7,6.944444,5,0.7312,0.745556,0.7,3.4,0.248,3327,11459.28571,0.041466,0.062004,1355.81526,193.687894,1.014138,8.303929,106.874759,0.078827,1.927891,0.0006,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5b and 5.4,2,7,11,6,5,13.181818,5,0.57931,0.618182,0.6,1.2,0.034483,1833,10530.14286,0.024859,0.014385,1040.845971,148.692282,0.847248,2.241967,53.169732,0.051083,1.74105,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5d,1,7,5,0,4,10,5,0.82,1.04,1.4,2,0.4,106,6594.714286,0.002296,0.00496,576.310434,82.330062,0.749058,3.664299,4.091631,0.0071,2.316017,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5d,2,7,1,0,1,5,5,0.5,0.5,0.5,0.5,0,5,6795.285714,0.000101,0.000496,605.274969,86.467853,0.763487,2.619987,0.209599,0.000346,2.619987,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5f,1,7,11,7,3,10.909091,5,1.025,0.9,0.7,3,0.25,1235,6506.428571,0.0271,0.011905,547.103512,78.157645,0.720746,8.170132,68.702213,0.125574,3.339788,0.003112,0,0,0
ID,2016-09-05 to 2016-09-11,Group 5f,2,7,52,20,7,6.634615,5,0.482609,0.388462,0.2,3.8,0.101449,910,4667.428571,0.027838,0.034226,350.195313,50.027902,0.643126,3.127186,17.273419,0.049325,1.139533,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6 - 3.2 3a 3b - I29,1,7,167,92,7,9.251497,5,0.256311,0.28024,0.2,2.9,0.009709,23464,29081.71429,0.115257,0.153274,3306.293279,472.327611,0.974485,5.767692,489.203659,0.147961,1.250997,0.000103,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6 - 3.2 3a 3b - I29,2,7,132,54,7,16.287879,5,0.391395,0.334091,0.2,1.9,0.018605,21691,27838.57143,0.111308,0.213294,5673.659786,810.522827,1.746915,4.924724,802.774112,0.141491,2.220635,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6 - 3.2 3a 3b - US20,1,7,5,0,3,5,5,0.3,0.3,0.4,0.4,0,103,34849.42857,0.000421,0.00248,545.119723,77.874246,0.134076,1.160747,1.124413,0.002063,0.657124,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6 - 3.2 3a 3b - US20,2,7,25,0,5,8.4,5,0.133333,0.14,0.1,0.5,0,412,35075.57143,0.001675,0.020833,677.735655,96.819379,0.165619,1.826039,5.33881,0.007877,0.779072,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6a,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-05 to 2016-09-11,Group 6a,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-05 to 2016-09-11,Group 6c,1,7,1,0,1,5,5,0.6,0.6,0.6,0.6,0,15,14233.85714,0.000143,0.000496,88.385509,12.626501,0.053225,1.158842,0.274259,0.003103,1.158842,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6c,2,7,1,1,1,5,5,0.1,0.1,0.1,0.1,0,153,16230.85714,0.001341,0.000496,259.357585,37.051084,0.136966,1.16952,0.787039,0.003035,0.309858,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6d,1,7,5,3,2,5,5,0.12,0.12,0.1,0.2,0,281,13538.42857,0.002959,0.00248,175.41725,25.059607,0.111061,2.013046,3.148763,0.01795,0.673704,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6d,2,7,18,11,5,26.111111,10,0.835106,1.122222,1.1,2.4,0.265957,8643,14977.71429,0.082434,0.046627,1013.425052,144.775007,0.579962,7.614226,207.710036,0.204958,1.441978,0.001598,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6e,1,7,4,0,2,5,5,0.9,0.9,0.75,2,0.25,290,18183,0.002278,0.001984,46.114019,6.587717,0.021738,3.029865,9.555116,0.207206,1.97692,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6e,2,7,4,4,4,11.25,7.5,0.644444,0.6,0.55,1.1,0.111111,1206,19871.71429,0.008667,0.004464,45.504552,6.50065,0.019628,1.73515,22.176799,0.487353,1.103716,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6gh,1,7,0,0,0,0,0,0,0,0,0,0,0,30082.42857,0,0,704.076369,100.582338,0.200614,0.827104,0,0,0,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 6gh,2,7,5,2,3,20,15,0.575,0.54,0.4,1.2,0.05,2721,29388.42857,0.013225,0.009921,835.841112,119.405873,0.243781,4.119353,84.475627,0.101067,1.863005,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 8 - 6.2 - I74,1,7,70,61,7,9.214286,5,0.172868,0.184286,0.1,1.2,0.015504,13273,21041.14286,0.090112,0.063988,1235.442418,176.491774,0.503278,2.504222,155.475405,0.125846,0.702854,0,0,0,0
ID,2016-09-05 to 2016-09-11,Group 8 - 6.2 - I74,2,7,256,148,7,26.972656,10,0.194497,0.163672,0.1,1.6,0.046343,83600,17194.85714,0.694555,0.68502,1852.03214,264.57602,0.923219,8.37075,1481.788072,0.800088,1.063495,0.028629,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1 - 1.3 - I80,1,7,2,0,2,5,5,0.1,0.1,0.1,0.1,0,26,19890.85714,0.00018,0.000992,447.151605,63.878801,0.192688,1.762906,0.55204,0.001235,1.318305,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1 - 1.3 - I80,2,7,11,0,6,5.909091,5,0.215385,0.227273,0.1,0.9,0,330,22589,0.002081,0.006448,375.952945,53.707564,0.142656,2.344268,9.169016,0.024389,1.671526,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1a,1,7,1,0,1,5,5,0.5,0.5,0.5,0.5,0,3,4455.857143,0.000072,0.000496,61.756186,8.822312,0.118796,0.976319,0.036612,0.000593,0.976319,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1a,2,7,7,1,3,8.571429,5,0.566667,0.728571,0.7,1.2,0.083333,173,4894.571429,0.005035,0.005952,46.401818,6.628831,0.081261,2.326806,2.89169,0.062318,1.005805,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1c,1,7,0,0,0,0,0,0,0,0,0,0,0,14932,0,0,34.792296,4.970328,0.019972,1.061609,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1c,2,7,7,2,3,17.857143,10,1.204,1.528571,1.6,3.1,0.52,1272,16106.28571,0.011282,0.012401,195.077703,27.868243,0.103817,7.562372,38.655221,0.198153,1.823359,0.000574,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1q,1,7,0,0,0,0,0,0,0,0,0,0,0,15534.42857,0,0,0.462906,0.066129,0.000255,0.041546,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1q,2,7,0,0,0,0,0,0,0,0,0,0,0,15966.28571,0,0,0.052758,0.007537,0.000028,0.015017,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1r,1,7,6,1,3,18.333333,5,0.772727,0.5,0.55,1.1,0.454545,1523,10021.85714,0.021703,0.010913,147.454442,21.06492,0.126114,5.211999,67.297244,0.456393,2.652108,0.002103,0,0,0
ID,2016-09-12 to 2016-09-18,Group 1r,2,7,0,0,0,0,0,0,0,0,0,0,0,10162.57143,0,0,25.83501,3.690716,0.02179,0.255442,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 2a,1,7,0,0,0,0,0,0,0,0,0,0,0,8436.857143,0,0,6.481719,0.92596,0.006585,0.841751,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 2a,2,7,0,0,0,0,0,0,0,0,0,0,0,8822.714286,0,0,1.774493,0.253499,0.001724,0.551379,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5 - 4.1 - I29,1,7,57,31,6,10.526316,5,0.295833,0.303509,0.3,1,0,6713,19438.57143,0.049333,0.059524,2103.89788,300.55684,0.927713,5.086309,154.536164,0.073452,1.381271,0.000102,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5 - 4.1 - I29,2,7,18,1,6,8.888889,5,0.915625,0.733333,0.15,3.4,0.3125,822,22441.14286,0.005229,0.015873,2670.922192,381.560313,1.020165,8.582123,49.108513,0.018386,3.587109,0.000877,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5 - 4.1 - I80,1,7,8,2,5,8.75,5,0.4,0.45,0.45,1.1,0.071429,719,26622.71429,0.003854,0.006944,2170.60862,310.086946,0.698851,4.062702,23.819913,0.010974,1.990126,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5 - 4.1 - I80,2,7,7,1,3,7.142857,5,0.4,0.428571,0.3,0.8,0,409,29892.57143,0.001952,0.00496,2010.322865,287.188981,0.576444,3.474434,11.997263,0.005968,1.762503,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5b and 5.4,1,7,95,29,7,8.578947,5,0.942945,0.954737,0.7,3.9,0.386503,4162,13697.85714,0.0434,0.080853,1667.618586,238.231227,1.043519,10.588612,165.064596,0.098982,2.379977,0.003028,0.000754,0.017382,0.017382
ID,2016-09-12 to 2016-09-18,Group 5b and 5.4,2,7,18,1,4,7.5,5,0.911111,1.011111,1,3,0.296296,368,12967,0.004054,0.013393,1257.676454,179.668065,0.831352,3.953425,12.428591,0.009882,2.026401,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5d,1,7,4,0,3,5,5,1.225,1.225,1.4,1.6,0.75,29,6194,0.000655,0.001984,564.459432,80.637062,0.781115,3.916217,1.290868,0.002287,2.727186,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5d,2,7,2,0,2,7.5,7.5,1.8,2.25,2.25,2.4,0.666667,61,6267.714286,0.001377,0.001488,562.167441,80.309634,0.768794,4.94518,4.520837,0.008042,4.490897,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5f,1,7,1,1,1,5,5,0.7,0.7,0.7,0.7,0,24,6479.285714,0.000529,0.000496,420.720811,60.102973,0.556573,1.707987,0.578028,0.001374,1.44507,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 5f,2,7,8,1,4,5,5,0.4625,0.4625,0.5,0.8,0,27,3983.285714,0.000968,0.003968,225.604416,32.229202,0.48548,1.553252,0.525623,0.00233,1.168051,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6 - 3.2 3a 3b - I29,1,7,131,70,7,9.007634,5,0.288559,0.278626,0.2,1.1,0.008475,22418,29545,0.108392,0.117063,3413.006373,487.572339,0.990165,3.350902,506.868071,0.148511,1.356649,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6 - 3.2 3a 3b - I29,2,7,126,54,7,19.087302,5,0.425364,0.330952,0.2,2.1,0.031185,24016,27991,0.122568,0.238591,5882.505467,840.357924,1.801352,7.954768,881.166807,0.149794,2.2015,0.000134,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6 - 3.2 3a 3b - US20,1,7,2,0,1,5,5,0.4,0.4,0.4,0.5,0,54,36108.57143,0.00021,0.000992,602.943005,86.134715,0.143127,1.15388,0.869238,0.001442,0.980958,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6 - 3.2 3a 3b - US20,2,7,17,1,5,13.529412,5,0.152174,0.158824,0.1,0.3,0,618,36071,0.002447,0.022817,753.575286,107.653612,0.17907,1.101877,7.586322,0.010067,0.736735,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6a,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-12 to 2016-09-18,Group 6a,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-12 to 2016-09-18,Group 6c,1,7,1,1,1,15,15,0.333333,0.4,0.4,0.4,0,206,15797.14286,0.001859,0.001488,92.677112,13.239587,0.050286,1.132497,2.912058,0.031422,0.849822,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6c,2,7,0,0,0,0,0,0,0,0,0,0,0,17982.28571,0,0,268.900142,38.414306,0.128174,0.627252,0,0,0,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6d,1,7,2,2,2,45,45,1.272222,0.95,0.95,1.8,0.722222,1707,13729.42857,0.017756,0.008929,242.311907,34.615987,0.151279,3.57662,69.562495,0.287078,2.445898,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6d,2,7,13,13,5,13.846154,10,0.575,0.630769,0.7,1.1,0.027778,3487,14761,0.03374,0.017857,875.95598,125.136569,0.508653,1.734798,63.806221,0.072842,1.098124,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6e,1,7,11,10,5,42.727273,15,2.989362,2.081818,0.9,7.1,0.670213,11122,18704.71429,0.084943,0.046627,1152.759778,164.679968,0.528253,42.021068,1137.212063,0.986513,6.135012,0.023407,0.014249,0.167752,0.167752
ID,2016-09-12 to 2016-09-18,Group 6e,2,7,3,3,3,65,60,1.638462,2.733333,2.8,4,0.794872,3622,20058.28571,0.025791,0.019345,264.544674,37.792096,0.113047,23.769425,240.514578,0.909164,3.985014,0.003779,0.001934,0.074993,0.074993
ID,2016-09-12 to 2016-09-18,Group 6gh,1,7,1,1,1,45,45,0.377778,0.4,0.4,0.4,0,2293,31883,0.01027,0.004464,753.584721,107.65496,0.202594,0.820651,28.843689,0.038275,0.755029,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 6gh,2,7,8,6,4,16.875,15,0.477778,0.5,0.45,0.9,0,4930,31053.14286,0.02268,0.013393,874.131186,124.875884,0.241282,3.037891,90.57997,0.103623,1.102393,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 8 - 6.2 - I74,1,7,17,14,6,25.588235,25,0.754023,0.782353,1,1.3,0.321839,11109,22665.14286,0.070016,0.043155,1471.487395,210.212485,0.556484,4.81252,335.460837,0.227974,1.811926,0,0,0,0
ID,2016-09-12 to 2016-09-18,Group 8 - 6.2 - I74,2,7,205,122,7,38.463415,15,0.214014,0.194634,0.1,2,0.036145,110380,20047.14286,0.786574,0.782242,2028.707571,289.815367,0.867407,16.62762,1743.38999,0.85936,0.947674,0.019561,0.00484,0.006154,0.006154
ID,2016-09-19 to 2016-09-25,Group 1 - 1.3 - I80,1,7,3,0,3,5,5,0.133333,0.133333,0.1,0.2,0,52,17114,0.000432,0.001488,483.669326,69.095618,0.242243,2.06553,1.449375,0.002997,1.680435,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1 - 1.3 - I80,2,7,11,0,3,10.454545,10,0.486957,0.572727,0.4,1.4,0.086957,344,19360.14286,0.002533,0.011409,407.640049,58.234293,0.180477,2.413542,9.946884,0.024401,1.738712,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1a,1,7,1,0,1,5,5,0.1,0.1,0.1,0.1,0,11,3750.571429,0.000409,0.000496,49.033003,7.004715,0.112059,0.55105,0.065359,0.001333,0.364795,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1a,2,7,30,8,4,9.5,5,0.714035,0.726667,0.7,2.1,0.22807,923,4189.142857,0.031467,0.028274,64.793315,9.256188,0.132574,5.423158,18.78616,0.28994,1.221533,0.000477,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1c,1,7,1,1,1,5,5,0.2,0.2,0.2,0.2,0,75,12574.28571,0.000848,0.000496,31.073729,4.439104,0.021182,0.938745,0.540182,0.017384,0.434463,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1c,2,7,1,1,1,10,10,1.1,1.1,1.1,1.1,1,207,13383.28571,0.002202,0.000992,159.388283,22.769755,0.102082,1.791683,5.323501,0.0334,1.548279,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1q,1,7,0,0,0,0,0,0,0,0,0,0,0,13327.71429,0,0,0.107401,0.015343,0.000069,0.029688,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1q,2,7,0,0,0,0,0,0,0,0,0,0,0,13866.85714,0,0,0.046659,0.006666,0.000029,0.00782,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1r,1,7,2,0,1,5,5,0.15,0.15,0.15,0.2,0,35,8922.857143,0.000552,0.000992,78.01547,11.145067,0.074943,0.489444,0.204655,0.002623,0.355921,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 1r,2,7,0,0,0,0,0,0,0,0,0,0,0,9062.714286,0,0,24.920225,3.560032,0.023569,0.410661,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 2a,1,7,1,0,1,5,5,0.2,0.2,0.2,0.2,0,5,7051.142857,0.000101,0.000496,10.797922,1.54256,0.013126,1.407665,0.079301,0.007344,0.951609,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 2a,2,7,2,0,1,10,10,1,1.05,1.05,1.6,0.5,86,7628,0.001598,0.001984,3.777855,0.539694,0.004245,2.244288,2.279265,0.603323,1.602608,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5 - 4.1 - I29,1,7,141,86,7,13.617021,10,0.317448,0.301418,0.2,1.7,0.013021,21295,18836.42857,0.161501,0.190476,2758.807449,394.11535,1.255386,4.738143,606.913479,0.219991,1.710045,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5 - 4.1 - I29,2,7,16,1,7,11.875,7.5,0.321053,0.425,0.35,1.1,0.026316,687,21712.14286,0.004515,0.018849,2998.860912,428.408702,1.183884,3.66905,30.322707,0.010111,2.651488,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5 - 4.1 - I80,1,7,3,1,3,5,5,0.233333,0.233333,0.2,0.4,0,562,27519.85714,0.002915,0.001488,2383.4026,340.486086,0.742345,2.483343,12.707574,0.005332,1.357716,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5 - 4.1 - I80,2,7,10,2,7,6,5,0.208333,0.2,0.1,0.6,0,714,30222.28571,0.003374,0.005952,2329.234575,332.747796,0.660601,2.88576,15.459406,0.006637,1.299565,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5b and 5.4,1,7,100,28,7,7.65,5,1.005229,0.945,0.9,4.5,0.444444,3443,10088.42857,0.048743,0.075893,1332.54361,190.363373,1.132179,8.619038,119.449287,0.08964,2.082106,0.000835,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5b and 5.4,2,7,18,5,6,9.722222,5,0.751429,0.883333,0.55,3.5,0.2,1354,8782,0.02202,0.017361,886.11866,126.58838,0.864883,4.861555,39.927778,0.045059,1.769761,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5d,1,7,4,0,2,5,5,1.125,1.125,1.05,2.2,0.5,14,5089.571429,0.000387,0.001984,487.972549,69.710364,0.821802,4.679242,0.763018,0.001564,3.31747,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5d,2,7,0,0,0,0,0,0,0,0,0,0,0,5293.142857,0,0,498.264878,71.180697,0.806885,2.978325,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5f,1,7,53,22,4,15.471698,10,0.565244,0.630189,0.6,2,0.073171,2466,5747,0.061282,0.081349,466.279489,66.611356,0.695451,3.352646,59.685097,0.128003,1.452634,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 5f,2,7,7,2,3,5.714286,5,0.275,0.3,0.3,0.7,0,80,3662.428571,0.003121,0.003968,216.913988,30.987713,0.507673,1.311233,1.185242,0.005464,0.888932,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6 - 3.2 3a 3b - I29,1,7,167,102,7,9.251497,5,0.239806,0.230539,0.1,1.4,0.006472,28814,25048.85714,0.164326,0.153274,3146.298455,449.471208,1.076627,3.772161,627.850752,0.199552,1.30742,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6 - 3.2 3a 3b - I29,2,7,142,69,7,21.478873,10,0.65541,0.471127,0.3,2.6,0.216393,49150,24902.42857,0.281957,0.302579,6387.767415,912.538202,2.198676,10.139554,2526.194548,0.395474,3.083866,0.028258,0.000857,0.003039,0.003039
ID,2016-09-19 to 2016-09-25,Group 6 - 3.2 3a 3b - US20,1,7,2,0,2,5,5,0.3,0.3,0.3,0.4,0,49,31889,0.000217,0.000992,582.936102,83.276586,0.156688,0.925015,0.663791,0.001139,0.821185,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6 - 3.2 3a 3b - US20,2,7,22,0,6,8.636364,5,0.131579,0.15,0.1,0.6,0,420,31741,0.001889,0.018849,700.075024,100.010718,0.18905,1.181651,4.332939,0.006189,0.619483,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6a,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-19 to 2016-09-25,Group 6a,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0
ID,2016-09-19 to 2016-09-25,Group 6c,1,7,0,0,0,0,0,0,0,0,0,0,0,14247.28571,0,0,108.012797,15.4304,0.064983,0.525558,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6c,2,7,0,0,0,0,0,0,0,0,0,0,0,16286.28571,0,0,264.859045,37.837006,0.139395,0.680098,0,0,0,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6d,1,7,3,3,1,40,45,1.3125,1.3,1.8,1.9,0.791667,2726,12073.71429,0.032255,0.011905,282.034854,40.290693,0.200225,4.057432,103.594524,0.367311,2.280144,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6d,2,7,7,7,1,8.571429,5,0.433333,0.5,0.5,0.9,0,1162,12850.28571,0.012913,0.005952,752.462181,107.494597,0.501915,1.298685,17.989329,0.023907,0.929224,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6e,1,7,6,5,4,21.666667,7.5,1.665385,1.366667,1,3.4,0.615385,3401,15499.14286,0.031342,0.012897,146.325372,20.903625,0.080922,4.972169,128.05687,0.875152,2.259542,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6e,2,7,5,5,3,11,5,1.409091,0.96,0.8,2.3,0.545455,1135,16519.85714,0.00981,0.005456,75.65025,10.807179,0.039252,4.939125,47.895975,0.633124,2.533221,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6gh,1,7,1,0,1,5,5,0.1,0.1,0.1,0.1,0,15,28880.85714,0.000074,0.000496,729.927493,104.275356,0.216633,0.839944,0.183382,0.000251,0.739693,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 6gh,2,7,1,0,1,5,5,0.3,0.3,0.3,0.3,0,21,28053.85714,0.000106,0.000496,774.038248,110.576893,0.236496,1.036583,0.360645,0.000466,1.036583,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 8 - 6.2 - I74,1,7,18,10,6,6.666667,5,0.204167,0.205556,0.1,0.5,0,2296,20505.42857,0.015994,0.011905,1142.040683,163.148669,0.477383,1.09574,27.72641,0.024278,0.724648,0,0,0,0
ID,2016-09-19 to 2016-09-25,Group 8 - 6.2 - I74,2,7,123,92,7,63.739837,20,0.166645,0.206504,0.2,0.8,0,113553,18832.57143,0.86137,0.777778,1493.236172,213.319453,0.679632,1.900494,1312.328928,0.878849,0.693424,0,0,0,0
ID,2016-09-26 to 2016-10-02,Group 1 - 1.3 - I80,1,7.000000,6.000000,0.000000,3.000000,8.333333,5.000000,1.170000,1.116667,1.050000,2.600000,0.500000,210.000000,18741.142857,0.001595,0.004960,436.391894,62.341699,0.199588,4.746743,9.226705,0.021143,2.645650,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1 - 1.3 - I80,2,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.100000,0.100000,0.100000,0.100000,0.000000,30.000000,21243.428571,0.000198,0.000496,224.711453,32.101636,0.090668,1.539849,0.714084,0.003178,1.452374,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1872.428571,0.000000,0.000000,16.631421,2.375917,0.076135,0.519848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1a,2,7.000000,3.000000,1.000000,2.000000,6.666667,5.000000,0.550000,0.566667,0.600000,0.800000,0.000000,28.000000,2008.571429,0.001938,0.001984,10.832421,1.547489,0.046227,1.256374,0.264745,0.024440,0.582925,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1c,1,7.000000,3.000000,1.000000,3.000000,5.000000,5.000000,0.433333,0.433333,0.600000,0.600000,0.000000,155.000000,14096.857143,0.001567,0.001488,38.240729,5.462961,0.023252,1.641558,1.958697,0.051220,0.760167,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15584.571429,0.000000,0.000000,130.888380,18.698340,0.071988,0.861957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-09-26 to 2016-10-02,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15138.571429,0.000000,0.000000,0.028249,0.004036,0.000016,0.007944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
